,count,unique,top,freq
12808,142.0,34.0,0.0,68.0
12809,140.0,33.0,0.0,70.0
12821,140.0,35.0,0.0,68.0
12823,144.0,37.0,0.0,68.0
12824,139.0,32.0,0.0,73.0
12826,144.0,38.0,0.0,68.0
12828,140.0,37.0,0.0,71.0
12831,143.0,38.0,0.0,68.0
12836,144.0,38.0,0.0,69.0
12838,147.0,37.0,0.0,71.0
12839,144.0,37.0,0.0,68.0
12841,147.0,39.0,0.0,64.0
12848,139.0,31.0,0.0,73.0
12849,144.0,39.0,0.0,66.0
12850,144.0,37.0,0.0,68.0
12852,150.0,41.0,0.0,67.0
12853,147.0,39.0,0.0,68.0
12854,144.0,35.0,0.0,68.0
12855,142.0,34.0,0.0,69.0
12860,144.0,36.0,0.0,69.0
12862,143.0,35.0,0.0,66.0
12863,144.0,34.0,0.0,67.0
12864,144.0,36.0,0.0,69.0
12867,147.0,40.0,0.0,68.0
12868,143.0,36.0,0.0,67.0
12869,144.0,36.0,0.0,69.0
12870,142.0,33.0,0.0,70.0
12874,145.0,37.0,0.0,65.0
12875,140.0,33.0,0.0,70.0
12877,149.0,40.0,0.0,67.0
12878,146.0,35.0,0.0,72.0
12879,143.0,35.0,0.0,71.0
12880,145.0,37.0,0.0,71.0
12881,144.0,36.0,0.0,66.0
12884,142.0,34.0,0.0,69.0
12887,140.0,33.0,0.0,71.0
12888,144.0,35.0,0.0,69.0
12893,144.0,35.0,0.0,68.0
12895,144.0,35.0,0.0,67.0
12896,144.0,35.0,0.0,68.0
12897,140.0,33.0,0.0,71.0
12898,146.0,39.0,0.0,71.0
12900,147.0,40.0,0.0,69.0
12901,146.0,35.0,0.0,68.0
12902,140.0,33.0,0.0,72.0
12903,153.0,43.0,0.0,69.0
12904,144.0,37.0,0.0,69.0
12905,140.0,33.0,0.0,71.0
12908,146.0,36.0,0.0,69.0
12912,144.0,39.0,0.0,68.0
12915,142.0,35.0,0.0,69.0
12922,139.0,32.0,0.0,73.0
12924,142.0,34.0,0.0,70.0
12926,138.0,31.0,0.0,75.0
12927,142.0,35.0,0.0,70.0
12929,151.0,42.0,0.0,68.0
12931,140.0,34.0,0.0,71.0
12932,143.0,36.0,0.0,69.0
12945,143.0,39.0,0.0,69.0
12951,144.0,37.0,0.0,66.0
12952,144.0,35.0,0.0,69.0
12953,143.0,37.0,0.0,71.0
12954,142.0,36.0,0.0,69.0
12956,142.0,32.0,0.0,69.0
12960,148.0,39.0,0.0,69.0
12963,142.0,31.0,0.0,72.0
12964,140.0,35.0,0.0,70.0
12968,140.0,34.0,0.0,71.0
12975,144.0,37.0,0.0,71.0
12977,144.0,36.0,0.0,69.0
12981,145.0,39.0,0.0,67.0
12982,147.0,36.0,0.0,70.0
12983,151.0,41.0,0.0,66.0
12986,147.0,39.0,0.0,65.0
12987,144.0,38.0,0.0,69.0
12997,144.0,38.0,0.0,69.0
12999,144.0,35.0,0.0,65.0
13000,145.0,38.0,0.0,66.0
13003,146.0,40.0,0.0,68.0
13004,140.0,35.0,0.0,72.0
13005,142.0,33.0,0.0,69.0
13008,144.0,36.0,0.0,68.0
13014,140.0,35.0,0.0,69.0
13015,142.0,34.0,0.0,67.0
13017,133.0,23.0,0.0,93.0
13018,146.0,37.0,0.0,67.0
13019,143.0,31.0,0.0,76.0
13023,141.0,32.0,0.0,71.0
13030,142.0,34.0,0.0,69.0
13033,142.0,32.0,0.0,68.0
13038,142.0,34.0,0.0,69.0
13039,146.0,36.0,0.0,69.0
13041,142.0,38.0,0.0,68.0
13043,144.0,38.0,0.0,61.0
13045,140.0,33.0,0.0,74.0
13046,146.0,35.0,0.0,69.0
13047,145.0,37.0,0.0,68.0
13049,145.0,37.0,0.0,66.0
13053,152.0,40.0,0.0,68.0
13054,144.0,36.0,0.0,68.0
13055,142.0,34.0,0.0,68.0
13056,145.0,37.0,0.0,67.0
13059,143.0,39.0,0.0,70.0
13060,140.0,34.0,0.0,70.0
13063,146.0,38.0,0.0,70.0
13064,145.0,41.0,0.0,68.0
13067,148.0,39.0,0.0,68.0
13069,143.0,37.0,0.0,64.0
13072,147.0,37.0,0.0,66.0
13073,139.0,35.0,0.0,72.0
13074,143.0,33.0,0.0,71.0
13075,141.0,34.0,0.0,72.0
13076,139.0,34.0,0.0,74.0
13079,144.0,36.0,0.0,67.0
13081,140.0,34.0,0.0,69.0
13083,149.0,42.0,0.0,61.0
13084,140.0,34.0,0.0,67.0
13085,148.0,39.0,0.0,64.0
13086,140.0,33.0,0.0,72.0
13087,144.0,34.0,0.0,66.0
13088,146.0,37.0,0.0,70.0
13089,151.0,42.0,0.0,69.0
13090,147.0,39.0,0.0,67.0
13091,140.0,35.0,0.0,70.0
13093,144.0,35.0,0.0,67.0
13094,145.0,37.0,0.0,67.0
13098,146.0,39.0,0.0,65.0
13099,141.0,33.0,0.0,70.0
13104,141.0,32.0,0.0,71.0
13106,142.0,32.0,0.0,71.0
13109,142.0,36.0,0.0,68.0
13111,148.0,39.0,0.0,69.0
13112,145.0,37.0,0.0,67.0
13114,142.0,34.0,0.0,69.0
13115,146.0,39.0,0.0,63.0
13117,151.0,42.0,0.0,70.0
13128,146.0,39.0,0.0,67.0
13129,141.0,32.0,0.0,70.0
13130,138.0,33.0,0.0,70.0
13132,155.0,43.0,0.0,68.0
13134,145.0,39.0,0.0,70.0
13137,142.0,37.0,0.0,68.0
13138,150.0,42.0,0.0,69.0
13140,141.0,34.0,0.0,73.0
13144,142.0,37.0,0.0,67.0
13146,148.0,36.0,0.0,67.0
13147,141.0,35.0,0.0,70.0
13150,148.0,39.0,0.0,67.0
13153,144.0,34.0,0.0,71.0
13156,143.0,37.0,0.0,65.0
13158,144.0,37.0,0.0,68.0
13159,144.0,37.0,0.0,71.0
13160,145.0,37.0,0.0,70.0
13162,140.0,35.0,0.0,72.0
13164,144.0,35.0,0.0,69.0
13165,141.0,34.0,0.0,72.0
13166,146.0,38.0,0.0,67.0
13168,142.0,34.0,0.0,68.0
13171,143.0,39.0,0.0,65.0
13176,147.0,39.0,0.0,68.0
13180,141.0,36.0,0.0,71.0
13182,142.0,36.0,0.0,69.0
13185,141.0,36.0,0.0,73.0
13190,143.0,38.0,0.0,66.0
13192,146.0,38.0,0.0,69.0
13198,144.0,37.0,0.0,68.0
13201,142.0,35.0,0.0,67.0
13208,146.0,39.0,0.0,67.0
13212,143.0,35.0,0.0,72.0
13213,140.0,35.0,0.0,72.0
13215,144.0,37.0,0.0,67.0
13220,139.0,35.0,0.0,74.0
13226,140.0,36.0,0.0,72.0
13227,144.0,38.0,0.0,67.0
13228,146.0,36.0,0.0,69.0
13230,145.0,35.0,0.0,70.0
13231,141.0,36.0,0.0,70.0
13232,142.0,32.0,0.0,71.0
13236,140.0,34.0,0.0,71.0
13237,142.0,36.0,0.0,68.0
13238,140.0,34.0,0.0,71.0
13241,142.0,37.0,0.0,69.0
13242,140.0,36.0,0.0,68.0
13244,141.0,36.0,0.0,70.0
13247,140.0,35.0,0.0,70.0
13249,139.0,31.0,0.0,77.0
13255,143.0,34.0,0.0,72.0
13257,143.0,34.0,0.0,71.0
13259,142.0,37.0,0.0,68.0
13260,148.0,39.0,0.0,67.0
13264,142.0,36.0,0.0,67.0
13265,144.0,37.0,0.0,67.0
13268,148.0,41.0,0.0,69.0
13269,145.0,40.0,0.0,69.0
13270,144.0,39.0,0.0,68.0
13273,139.0,32.0,0.0,74.0
13274,143.0,37.0,0.0,67.0
13275,146.0,40.0,0.0,67.0
13277,146.0,38.0,0.0,67.0
13278,144.0,37.0,0.0,69.0
13280,147.0,37.0,0.0,71.0
13281,146.0,39.0,0.0,66.0
13291,142.0,36.0,0.0,67.0
13293,140.0,35.0,0.0,69.0
13296,140.0,35.0,0.0,69.0
13297,150.0,41.0,0.0,63.0
13300,142.0,33.0,0.0,73.0
13302,145.0,34.0,0.0,73.0
13304,145.0,38.0,0.0,66.0
13305,145.0,33.0,0.0,70.0
13309,141.0,33.0,0.0,71.0
13310,144.0,38.0,0.0,68.0
13311,148.0,43.0,0.0,69.0
13312,142.0,36.0,0.0,67.0
13314,144.0,37.0,0.0,67.0
13315,146.0,37.0,0.0,69.0
13317,141.0,33.0,0.0,71.0
13319,145.0,38.0,0.0,67.0
13320,144.0,35.0,0.0,71.0
13321,142.0,34.0,0.0,69.0
13322,141.0,37.0,0.0,70.0
13323,144.0,37.0,0.0,71.0
13324,140.0,36.0,0.0,70.0
13325,144.0,36.0,0.0,69.0
13326,141.0,35.0,0.0,71.0
13327,142.0,37.0,0.0,69.0
13328,150.0,39.0,0.0,70.0
13329,145.0,36.0,0.0,73.0
13331,141.0,34.0,0.0,71.0
13333,145.0,39.0,0.0,68.0
13334,140.0,34.0,0.0,70.0
13335,142.0,35.0,0.0,68.0
13336,143.0,37.0,0.0,72.0
13338,143.0,35.0,0.0,72.0
13339,146.0,37.0,0.0,64.0
13340,143.0,37.0,0.0,66.0
13341,150.0,38.0,0.0,67.0
13343,135.0,26.0,0.0,90.0
13344,142.0,35.0,0.0,68.0
13347,131.0,20.0,0.0,90.0
13348,135.0,25.0,0.0,90.0
13349,140.0,34.0,0.0,69.0
13350,140.0,34.0,0.0,68.0
13351,142.0,33.0,0.0,67.0
13358,140.0,35.0,0.0,71.0
13363,145.0,34.0,0.0,70.0
13365,140.0,35.0,0.0,70.0
13369,142.0,36.0,0.0,69.0
13370,142.0,34.0,0.0,69.0
13371,147.0,42.0,0.0,68.0
13372,144.0,38.0,0.0,68.0
13373,146.0,35.0,0.0,70.0
13374,142.0,35.0,0.0,72.0
13377,146.0,37.0,0.0,66.0
13378,144.0,37.0,0.0,68.0
13380,144.0,37.0,0.0,69.0
13384,146.0,37.0,0.0,70.0
13389,141.0,34.0,0.0,68.0
13392,147.0,38.0,0.0,66.0
13395,142.0,37.0,0.0,69.0
13404,142.0,36.0,0.0,70.0
13405,145.0,36.0,0.0,71.0
13411,148.0,40.0,0.0,70.0
13413,151.0,43.0,0.0,68.0
13418,144.0,36.0,0.0,67.0
13421,146.0,39.0,0.0,67.0
13429,142.0,37.0,0.0,68.0
13430,148.0,40.0,0.0,72.0
13436,147.0,39.0,0.0,67.0
13437,147.0,36.0,0.0,71.0
13441,140.0,36.0,0.0,70.0
13443,139.0,33.0,0.0,72.0
13445,144.0,36.0,0.0,69.0
13450,144.0,38.0,0.0,68.0
13452,146.0,38.0,0.0,68.0
13453,143.0,35.0,0.0,70.0
13454,141.0,34.0,0.0,71.0
13460,144.0,38.0,0.0,68.0
13461,140.0,34.0,0.0,70.0
13462,140.0,33.0,0.0,71.0
13466,146.0,37.0,0.0,70.0
13467,145.0,38.0,0.0,66.0
13472,140.0,34.0,0.0,71.0
13474,142.0,33.0,0.0,67.0
13475,145.0,35.0,0.0,67.0
13476,141.0,32.0,0.0,72.0
13481,144.0,36.0,0.0,69.0
13482,139.0,31.0,0.0,75.0
13483,139.0,33.0,0.0,73.0
13484,142.0,35.0,0.0,66.0
13485,140.0,35.0,0.0,71.0
13486,143.0,33.0,0.0,71.0
13488,143.0,35.0,0.0,71.0
13489,142.0,36.0,0.0,69.0
13492,148.0,36.0,0.0,69.0
13497,142.0,37.0,0.0,67.0
13499,148.0,40.0,0.0,66.0
13500,143.0,38.0,0.0,66.0
13501,150.0,42.0,0.0,67.0
13502,143.0,36.0,0.0,67.0
13508,142.0,37.0,0.0,68.0
13511,146.0,36.0,0.0,68.0
13512,149.0,39.0,0.0,67.0
13515,141.0,35.0,0.0,70.0
13516,151.0,40.0,0.0,71.0
13520,148.0,39.0,0.0,68.0
13521,144.0,37.0,0.0,69.0
13529,144.0,35.0,0.0,70.0
13530,142.0,34.0,0.0,69.0
13531,143.0,37.0,0.0,65.0
13532,144.0,36.0,0.0,70.0
13533,142.0,36.0,0.0,68.0
13534,143.0,35.0,0.0,66.0
13535,139.0,34.0,0.0,74.0
13536,146.0,38.0,0.0,67.0
13539,143.0,33.0,0.0,71.0
13540,144.0,38.0,0.0,70.0
13541,144.0,37.0,0.0,70.0
13542,142.0,36.0,0.0,66.0
13543,143.0,34.0,0.0,72.0
13544,143.0,37.0,0.0,66.0
13545,144.0,37.0,0.0,68.0
13546,140.0,33.0,0.0,71.0
13548,142.0,34.0,0.0,70.0
13549,144.0,36.0,0.0,69.0
13550,146.0,36.0,0.0,70.0
13552,148.0,38.0,0.0,67.0
13559,142.0,34.0,0.0,68.0
13562,140.0,35.0,0.0,69.0
13565,140.0,36.0,0.0,69.0
13566,140.0,33.0,0.0,70.0
13567,143.0,38.0,0.0,65.0
13568,143.0,34.0,0.0,72.0
13572,139.0,32.0,0.0,74.0
13575,140.0,34.0,0.0,72.0
13577,146.0,38.0,0.0,70.0
13578,145.0,39.0,0.0,67.0
13579,142.0,35.0,0.0,71.0
13581,144.0,35.0,0.0,70.0
13583,143.0,34.0,0.0,71.0
13586,139.0,32.0,0.0,75.0
13593,144.0,35.0,0.0,67.0
13595,140.0,33.0,0.0,71.0
13598,144.0,35.0,0.0,71.0
13602,142.0,34.0,0.0,68.0
13603,146.0,37.0,0.0,66.0
13607,144.0,36.0,0.0,67.0
13608,139.0,34.0,0.0,71.0
13613,148.0,37.0,0.0,69.0
13614,144.0,35.0,0.0,67.0
13615,146.0,38.0,0.0,68.0
13619,144.0,35.0,0.0,67.0
13620,144.0,36.0,0.0,67.0
13621,139.0,32.0,0.0,76.0
13627,142.0,35.0,0.0,71.0
13628,144.0,37.0,0.0,71.0
13629,142.0,33.0,0.0,68.0
13631,144.0,36.0,0.0,65.0
13637,144.0,34.0,0.0,70.0
13643,140.0,34.0,0.0,70.0
13645,140.0,33.0,0.0,71.0
13646,143.0,34.0,0.0,72.0
13648,140.0,34.0,0.0,70.0
13649,140.0,32.0,0.0,70.0
13651,142.0,34.0,0.0,70.0
13653,145.0,35.0,0.0,68.0
13654,144.0,32.0,0.0,71.0
13655,142.0,35.0,0.0,71.0
13660,139.0,32.0,0.0,74.0
13661,143.0,32.0,0.0,68.0
13662,142.0,34.0,0.0,72.0
13663,146.0,36.0,0.0,70.0
13665,142.0,36.0,0.0,70.0
13669,147.0,36.0,0.0,69.0
13670,142.0,33.0,0.0,69.0
13671,142.0,34.0,0.0,69.0
13675,139.0,32.0,0.0,73.0
13678,144.0,38.0,0.0,66.0
13679,144.0,35.0,0.0,69.0
13681,141.0,34.0,0.0,71.0
13683,143.0,35.0,0.0,71.0
13685,141.0,33.0,0.0,71.0
13686,143.0,35.0,0.0,70.0
13687,141.0,33.0,0.0,72.0
13689,148.0,39.0,0.0,68.0
13691,143.0,33.0,0.0,72.0
13695,141.0,32.0,0.0,71.0
13697,139.0,32.0,0.0,73.0
13698,141.0,32.0,0.0,71.0
13699,141.0,35.0,0.0,71.0
13700,144.0,37.0,0.0,66.0
13701,142.0,33.0,0.0,67.0
13703,142.0,36.0,0.0,68.0
13704,142.0,36.0,0.0,67.0
13705,139.0,33.0,0.0,73.0
13708,140.0,35.0,0.0,68.0
13715,144.0,38.0,0.0,69.0
13719,144.0,36.0,0.0,67.0
13721,146.0,37.0,0.0,67.0
13722,140.0,35.0,0.0,70.0
13724,146.0,37.0,0.0,67.0
13725,144.0,36.0,0.0,67.0
13729,139.0,33.0,0.0,74.0
13730,143.0,38.0,0.0,65.0
13731,140.0,36.0,0.0,69.0
13733,142.0,36.0,0.0,69.0
13736,144.0,37.0,0.0,67.0
13737,142.0,36.0,0.0,68.0
13740,142.0,37.0,0.0,68.0
13741,144.0,37.0,0.0,67.0
13744,144.0,36.0,0.0,70.0
13748,146.0,37.0,0.0,71.0
13749,144.0,36.0,0.0,68.0
13753,145.0,33.0,0.0,72.0
13754,147.0,38.0,0.0,66.0
13756,142.0,35.0,0.0,68.0
13757,144.0,35.0,0.0,68.0
13759,145.0,37.0,0.0,69.0
13761,139.0,32.0,0.0,74.0
13762,145.0,35.0,0.0,71.0
13763,147.0,39.0,0.0,66.0
13764,142.0,34.0,0.0,69.0
13766,140.0,32.0,0.0,74.0
13767,142.0,36.0,0.0,68.0
13768,142.0,34.0,0.0,66.0
13769,147.0,40.0,0.0,69.0
13770,142.0,36.0,0.0,69.0
13771,142.0,34.0,0.0,69.0
13772,147.0,40.0,0.0,66.0
13777,145.0,37.0,0.0,70.0
13779,144.0,37.0,0.0,68.0
13785,143.0,37.0,0.0,71.0
13789,144.0,38.0,0.0,67.0
13790,144.0,37.0,0.0,67.0
13792,149.0,40.0,0.0,70.0
13794,142.0,37.0,0.0,69.0
13796,144.0,35.0,0.0,66.0
13797,140.0,32.0,0.0,70.0
13800,143.0,34.0,0.0,71.0
13802,144.0,37.0,0.0,69.0
13803,144.0,33.0,0.0,71.0
13804,144.0,35.0,0.0,69.0
13806,147.0,38.0,0.0,64.0
13808,141.0,38.0,0.0,67.0
13809,140.0,34.0,0.0,70.0
13810,144.0,37.0,0.0,67.0
13811,143.0,36.0,0.0,71.0
13814,145.0,42.0,0.0,67.0
13816,146.0,42.0,0.0,69.0
13818,145.0,39.0,0.0,69.0
13819,140.0,33.0,0.0,71.0
13820,146.0,37.0,0.0,70.0
13821,149.0,39.0,0.0,69.0
13822,148.0,39.0,0.0,68.0
13823,141.0,35.0,0.0,70.0
13824,141.0,35.0,0.0,72.0
13825,144.0,37.0,0.0,70.0
13826,142.0,37.0,0.0,66.0
13831,141.0,36.0,0.0,70.0
13833,142.0,35.0,0.0,69.0
13835,147.0,39.0,0.0,65.0
13836,133.0,29.0,0.0,74.0
13841,144.0,34.0,0.0,71.0
13842,144.0,35.0,0.0,70.0
13846,145.0,39.0,0.0,65.0
13847,143.0,37.0,0.0,68.0
13849,148.0,39.0,0.0,66.0
13852,144.0,31.0,0.0,72.0
13853,142.0,34.0,0.0,69.0
13855,140.0,30.0,0.0,71.0
13856,145.0,39.0,0.0,63.0
13859,141.0,32.0,0.0,71.0
13860,140.0,34.0,0.0,72.0
13863,144.0,37.0,0.0,69.0
13864,143.0,33.0,0.0,70.0
13865,140.0,33.0,0.0,72.0
13866,143.0,35.0,0.0,68.0
13867,150.0,39.0,0.0,69.0
13869,142.0,33.0,0.0,70.0
13870,143.0,37.0,0.0,69.0
13871,145.0,37.0,0.0,67.0
13875,140.0,35.0,0.0,70.0
13876,144.0,37.0,0.0,68.0
13879,144.0,37.0,0.0,66.0
13880,141.0,35.0,0.0,72.0
13881,140.0,33.0,0.0,71.0
13884,149.0,41.0,0.0,70.0
13885,140.0,37.0,0.0,72.0
13886,142.0,35.0,0.0,68.0
13887,144.0,37.0,0.0,69.0
13888,142.0,37.0,0.0,67.0
13889,149.0,41.0,0.0,71.0
13890,144.0,37.0,0.0,70.0
13891,147.0,41.0,0.0,69.0
13892,143.0,36.0,0.0,69.0
13895,142.0,34.0,0.0,68.0
13896,140.0,35.0,0.0,71.0
13897,148.0,37.0,0.0,68.0
13898,147.0,38.0,0.0,69.0
13901,144.0,35.0,0.0,74.0
13903,142.0,33.0,0.0,73.0
13904,139.0,33.0,0.0,73.0
13905,143.0,36.0,0.0,71.0
13907,133.0,25.0,0.0,88.0
13910,143.0,34.0,0.0,71.0
13913,145.0,36.0,0.0,72.0
13917,145.0,38.0,0.0,66.0
13923,142.0,36.0,0.0,69.0
13925,144.0,38.0,0.0,69.0
13930,147.0,41.0,0.0,69.0
13931,138.0,33.0,0.0,71.0
13932,145.0,36.0,0.0,67.0
13934,144.0,35.0,0.0,69.0
13938,140.0,34.0,0.0,69.0
13942,139.0,32.0,0.0,71.0
13943,143.0,36.0,0.0,71.0
13944,141.0,35.0,0.0,70.0
13948,144.0,39.0,0.0,70.0
13952,143.0,34.0,0.0,74.0
13953,139.0,33.0,0.0,74.0
13954,139.0,34.0,0.0,73.0
13955,143.0,34.0,0.0,71.0
13956,143.0,39.0,0.0,65.0
13957,145.0,37.0,0.0,67.0
13959,140.0,34.0,0.0,70.0
13961,146.0,36.0,0.0,72.0
13963,139.0,33.0,0.0,73.0
13966,144.0,38.0,0.0,68.0
13967,144.0,36.0,0.0,68.0
13968,146.0,38.0,0.0,69.0
13969,147.0,37.0,0.0,72.0
13970,151.0,43.0,0.0,64.0
13971,148.0,40.0,0.0,68.0
13973,140.0,35.0,0.0,69.0
13976,144.0,39.0,0.0,66.0
13977,143.0,36.0,0.0,72.0
13978,146.0,38.0,0.0,69.0
13979,144.0,36.0,0.0,69.0
13982,147.0,38.0,0.0,69.0
13983,149.0,41.0,0.0,67.0
13985,141.0,32.0,0.0,71.0
13986,139.0,32.0,0.0,74.0
13988,149.0,41.0,0.0,70.0
13989,142.0,34.0,0.0,70.0
13990,146.0,39.0,0.0,68.0
13993,147.0,38.0,0.0,71.0
13994,144.0,37.0,0.0,68.0
13995,140.0,35.0,0.0,71.0
14000,144.0,34.0,0.0,71.0
14001,142.0,37.0,0.0,67.0
14002,140.0,32.0,0.0,71.0
14004,140.0,36.0,0.0,69.0
14007,145.0,38.0,0.0,66.0
14010,148.0,40.0,0.0,68.0
14011,146.0,38.0,0.0,68.0
14014,146.0,37.0,0.0,68.0
14015,143.0,36.0,0.0,67.0
14016,144.0,36.0,0.0,69.0
14017,144.0,35.0,0.0,67.0
14019,144.0,35.0,0.0,69.0
14022,152.0,42.0,0.0,66.0
14024,150.0,41.0,0.0,67.0
14027,140.0,32.0,0.0,73.0
14029,144.0,36.0,0.0,70.0
14030,141.0,35.0,0.0,71.0
14032,147.0,40.0,0.0,66.0
14038,143.0,36.0,0.0,68.0
14042,139.0,29.0,0.0,75.0
14043,142.0,34.0,0.0,69.0
14044,144.0,34.0,0.0,70.0
14045,141.0,35.0,0.0,70.0
14046,148.0,38.0,0.0,72.0
14047,143.0,34.0,0.0,67.0
14050,144.0,38.0,0.0,67.0
14051,140.0,33.0,0.0,69.0
14052,143.0,34.0,0.0,72.0
14053,146.0,34.0,0.0,68.0
14054,145.0,37.0,0.0,64.0
14055,146.0,34.0,0.0,71.0
14056,140.0,34.0,0.0,69.0
14057,145.0,36.0,0.0,70.0
14061,143.0,35.0,0.0,67.0
14065,146.0,38.0,0.0,70.0
14069,142.0,35.0,0.0,69.0
14071,142.0,34.0,0.0,67.0
14072,142.0,34.0,0.0,70.0
14073,143.0,34.0,0.0,71.0
14076,144.0,36.0,0.0,70.0
14080,144.0,35.0,0.0,66.0
14088,142.0,34.0,0.0,71.0
14089,149.0,39.0,0.0,72.0
14091,140.0,34.0,0.0,70.0
14097,142.0,33.0,0.0,69.0
14102,140.0,34.0,0.0,70.0
14104,143.0,36.0,0.0,70.0
14105,140.0,35.0,0.0,71.0
14106,140.0,34.0,0.0,71.0
14113,142.0,33.0,0.0,73.0
14117,143.0,33.0,0.0,70.0
14119,141.0,35.0,0.0,67.0
14121,146.0,37.0,0.0,66.0
14122,146.0,37.0,0.0,67.0
14127,144.0,35.0,0.0,69.0
14131,142.0,33.0,0.0,69.0
14132,142.0,34.0,0.0,69.0
14137,142.0,32.0,0.0,68.0
14138,141.0,31.0,0.0,71.0
14139,148.0,40.0,0.0,69.0
14140,142.0,35.0,0.0,68.0
14151,149.0,41.0,0.0,70.0
14152,142.0,35.0,0.0,69.0
14154,142.0,35.0,0.0,70.0
14156,142.0,33.0,0.0,69.0
14158,142.0,34.0,0.0,70.0
14161,140.0,32.0,0.0,70.0
14163,145.0,36.0,0.0,72.0
14164,145.0,34.0,0.0,67.0
14167,143.0,36.0,0.0,67.0
14168,140.0,34.0,0.0,71.0
14169,142.0,32.0,0.0,70.0
14170,145.0,35.0,0.0,70.0
14171,142.0,35.0,0.0,70.0
14174,141.0,36.0,0.0,69.0
14175,142.0,36.0,0.0,68.0
14178,143.0,35.0,0.0,72.0
14182,146.0,37.0,0.0,69.0
14183,142.0,35.0,0.0,68.0
14184,142.0,34.0,0.0,65.0
14185,146.0,38.0,0.0,68.0
14186,144.0,36.0,0.0,69.0
14191,139.0,29.0,0.0,74.0
14192,147.0,39.0,0.0,66.0
14193,146.0,36.0,0.0,66.0
14194,147.0,37.0,0.0,70.0
14195,141.0,34.0,0.0,72.0
14196,145.0,37.0,0.0,69.0
14197,142.0,34.0,0.0,69.0
14199,148.0,37.0,0.0,69.0
14203,147.0,37.0,0.0,67.0
14204,142.0,37.0,0.0,67.0
14205,143.0,36.0,0.0,68.0
14208,144.0,36.0,0.0,70.0
14211,149.0,37.0,0.0,68.0
14212,147.0,38.0,0.0,64.0
14213,144.0,35.0,0.0,69.0
14214,146.0,36.0,0.0,63.0
14215,149.0,39.0,0.0,70.0
14217,142.0,32.0,0.0,75.0
14218,148.0,37.0,0.0,69.0
14219,139.0,32.0,0.0,73.0
14221,143.0,37.0,0.0,70.0
14224,142.0,35.0,0.0,69.0
14225,148.0,37.0,0.0,70.0
14226,140.0,34.0,0.0,70.0
14230,147.0,38.0,0.0,69.0
14231,141.0,33.0,0.0,71.0
14235,142.0,36.0,0.0,69.0
14237,150.0,41.0,0.0,69.0
14238,141.0,38.0,0.0,70.0
14239,142.0,35.0,0.0,68.0
14240,141.0,33.0,0.0,71.0
14245,150.0,43.0,0.0,68.0
14247,146.0,33.0,0.0,72.0
14254,143.0,35.0,0.0,67.0
14257,143.0,35.0,0.0,67.0
14259,142.0,35.0,0.0,68.0
14263,142.0,36.0,0.0,68.0
14264,140.0,34.0,0.0,70.0
14265,140.0,33.0,0.0,72.0
14266,140.0,34.0,0.0,72.0
14267,142.0,34.0,0.0,70.0
14268,143.0,37.0,0.0,65.0
14269,145.0,37.0,0.0,68.0
14271,144.0,36.0,0.0,66.0
14272,147.0,36.0,0.0,72.0
14274,139.0,33.0,0.0,72.0
14275,146.0,38.0,0.0,70.0
14277,144.0,36.0,0.0,69.0
14281,138.0,34.0,0.0,72.0
14285,144.0,33.0,0.0,70.0
14289,142.0,34.0,0.0,68.0
14290,143.0,33.0,0.0,72.0
14291,142.0,35.0,0.0,69.0
14292,142.0,36.0,0.0,69.0
14298,141.0,36.0,0.0,71.0
14299,143.0,38.0,0.0,66.0
14304,142.0,35.0,0.0,70.0
14305,142.0,35.0,0.0,68.0
14307,152.0,44.0,0.0,67.0
14310,142.0,36.0,0.0,69.0
14313,143.0,35.0,0.0,69.0
14314,143.0,35.0,0.0,71.0
14315,140.0,34.0,0.0,72.0
14316,141.0,32.0,0.0,70.0
14320,142.0,35.0,0.0,68.0
14321,145.0,36.0,0.0,67.0
14323,146.0,37.0,0.0,69.0
14324,140.0,35.0,0.0,71.0
14327,144.0,35.0,0.0,67.0
14329,147.0,40.0,0.0,69.0
14330,141.0,36.0,0.0,68.0
14331,141.0,33.0,0.0,71.0
14333,140.0,35.0,0.0,71.0
14334,142.0,35.0,0.0,70.0
14336,146.0,39.0,0.0,69.0
14337,140.0,32.0,0.0,71.0
14338,146.0,36.0,0.0,69.0
14339,141.0,36.0,0.0,71.0
14340,142.0,34.0,0.0,69.0
14341,144.0,35.0,0.0,69.0
14343,147.0,40.0,0.0,67.0
14350,139.0,32.0,0.0,73.0
14352,140.0,34.0,0.0,72.0
14355,142.0,34.0,0.0,69.0
14358,142.0,36.0,0.0,69.0
14360,146.0,36.0,0.0,69.0
14363,142.0,35.0,0.0,69.0
14364,140.0,32.0,0.0,72.0
14367,143.0,37.0,0.0,67.0
14369,142.0,35.0,0.0,72.0
14370,145.0,37.0,0.0,67.0
14375,147.0,40.0,0.0,67.0
14376,144.0,36.0,0.0,68.0
14378,144.0,35.0,0.0,69.0
14382,142.0,32.0,0.0,72.0
14384,144.0,35.0,0.0,68.0
14385,143.0,39.0,0.0,66.0
14386,143.0,36.0,0.0,66.0
14389,139.0,33.0,0.0,73.0
14390,147.0,40.0,0.0,68.0
14391,144.0,33.0,0.0,69.0
14392,142.0,36.0,0.0,69.0
14394,145.0,38.0,0.0,67.0
14396,144.0,36.0,0.0,70.0
14397,142.0,34.0,0.0,67.0
14402,144.0,35.0,0.0,64.0
