,count,unique,top,freq
6711,148.0,37.0,0.0,71.0
6712,142.0,36.0,0.0,66.0
6713,142.0,37.0,0.0,69.0
6716,140.0,34.0,0.0,70.0
6718,147.0,38.0,0.0,67.0
6724,146.0,36.0,0.0,68.0
6725,142.0,33.0,0.0,68.0
6727,144.0,36.0,0.0,69.0
6728,142.0,34.0,0.0,69.0
6730,140.0,33.0,0.0,68.0
6732,143.0,33.0,0.0,73.0
6733,144.0,37.0,0.0,72.0
6735,151.0,41.0,0.0,71.0
6736,144.0,34.0,0.0,70.0
6739,140.0,34.0,0.0,70.0
6740,142.0,33.0,0.0,69.0
6741,148.0,39.0,0.0,66.0
6744,142.0,34.0,0.0,69.0
6746,142.0,35.0,0.0,69.0
6747,146.0,37.0,0.0,69.0
6750,144.0,35.0,0.0,69.0
6752,146.0,35.0,0.0,69.0
6754,146.0,38.0,0.0,68.0
6757,142.0,33.0,0.0,69.0
6758,146.0,35.0,0.0,68.0
6759,142.0,33.0,0.0,72.0
6760,142.0,32.0,0.0,68.0
6761,144.0,34.0,0.0,73.0
6765,144.0,34.0,0.0,72.0
6769,148.0,39.0,0.0,66.0
6772,142.0,35.0,0.0,69.0
6774,143.0,35.0,0.0,67.0
6777,150.0,39.0,0.0,70.0
6779,149.0,37.0,0.0,67.0
6780,141.0,36.0,0.0,68.0
6781,142.0,34.0,0.0,71.0
6785,139.0,32.0,0.0,77.0
6787,144.0,35.0,0.0,69.0
6788,144.0,36.0,0.0,68.0
6792,154.0,42.0,0.0,69.0
6794,145.0,36.0,0.0,71.0
6795,152.0,40.0,0.0,68.0
6796,143.0,36.0,0.0,66.0
6798,139.0,33.0,0.0,73.0
6799,148.0,38.0,0.0,70.0
6803,141.0,32.0,0.0,74.0
6807,142.0,34.0,0.0,69.0
6809,148.0,37.0,0.0,69.0
6810,146.0,35.0,0.0,62.0
6811,144.0,35.0,0.0,70.0
6812,141.0,34.0,0.0,67.0
6813,144.0,35.0,0.0,66.0
6816,147.0,40.0,0.0,68.0
6819,145.0,37.0,0.0,69.0
6820,145.0,39.0,0.0,69.0
6822,144.0,35.0,0.0,70.0
6823,139.0,31.0,0.0,75.0
6824,148.0,39.0,0.0,67.0
6828,141.0,34.0,0.0,69.0
6830,146.0,36.0,0.0,68.0
6832,142.0,35.0,0.0,66.0
6835,148.0,38.0,0.0,67.0
6837,142.0,35.0,0.0,69.0
6840,140.0,34.0,0.0,72.0
6844,142.0,34.0,0.0,69.0
6848,146.0,38.0,0.0,69.0
6849,140.0,35.0,0.0,71.0
6850,143.0,35.0,0.0,66.0
6851,147.0,39.0,0.0,67.0
6852,139.0,34.0,0.0,73.0
6855,150.0,44.0,0.0,69.0
6859,140.0,32.0,0.0,72.0
6862,147.0,38.0,0.0,69.0
6863,148.0,38.0,0.0,70.0
6864,142.0,36.0,0.0,70.0
6865,144.0,35.0,0.0,69.0
6866,142.0,35.0,0.0,69.0
6870,142.0,36.0,0.0,70.0
6871,143.0,34.0,0.0,74.0
6872,146.0,37.0,0.0,72.0
6876,148.0,40.0,0.0,66.0
6877,144.0,34.0,0.0,68.0
6880,149.0,40.0,0.0,71.0
6885,140.0,32.0,0.0,72.0
6887,146.0,38.0,0.0,69.0
6888,142.0,35.0,0.0,69.0
6890,142.0,36.0,0.0,66.0
6892,142.0,35.0,0.0,70.0
6893,140.0,35.0,0.0,68.0
6894,139.0,32.0,0.0,74.0
6897,143.0,36.0,0.0,65.0
6901,140.0,33.0,0.0,73.0
6904,143.0,34.0,0.0,68.0
6905,143.0,36.0,0.0,65.0
6907,144.0,36.0,0.0,66.0
6910,144.0,36.0,0.0,69.0
6915,142.0,33.0,0.0,68.0
6917,142.0,36.0,0.0,69.0
6918,148.0,40.0,0.0,69.0
6921,142.0,35.0,0.0,69.0
6923,147.0,37.0,0.0,65.0
6931,144.0,32.0,0.0,70.0
6934,144.0,37.0,0.0,67.0
6938,142.0,35.0,0.0,66.0
6939,140.0,34.0,0.0,69.0
6940,144.0,34.0,0.0,71.0
6943,140.0,34.0,0.0,71.0
6945,142.0,36.0,0.0,69.0
6947,140.0,33.0,0.0,69.0
6949,145.0,34.0,0.0,66.0
6951,142.0,33.0,0.0,69.0
6956,139.0,33.0,0.0,73.0
6957,142.0,35.0,0.0,66.0
6962,144.0,36.0,0.0,68.0
6963,151.0,43.0,0.0,70.0
6964,142.0,32.0,0.0,69.0
6969,140.0,36.0,0.0,70.0
6970,142.0,34.0,0.0,70.0
6973,142.0,36.0,0.0,68.0
6976,140.0,33.0,0.0,72.0
6977,138.0,33.0,0.0,75.0
6981,133.0,23.0,0.0,93.0
6982,145.0,39.0,0.0,68.0
6983,142.0,35.0,0.0,70.0
6984,143.0,33.0,0.0,70.0
6985,143.0,35.0,0.0,64.0
6986,146.0,36.0,0.0,68.0
6989,140.0,33.0,0.0,70.0
6992,153.0,40.0,0.0,71.0
6993,149.0,39.0,0.0,70.0
6999,140.0,35.0,0.0,71.0
7000,146.0,39.0,0.0,71.0
7001,146.0,40.0,0.0,71.0
7002,146.0,38.0,0.0,69.0
7003,146.0,39.0,0.0,66.0
7005,139.0,34.0,0.0,74.0
7007,144.0,36.0,0.0,68.0
7010,148.0,40.0,0.0,71.0
7011,139.0,33.0,0.0,73.0
7012,146.0,39.0,0.0,69.0
7013,139.0,34.0,0.0,72.0
7014,147.0,37.0,0.0,71.0
7016,149.0,40.0,0.0,71.0
7017,144.0,36.0,0.0,67.0
7018,142.0,36.0,0.0,68.0
7021,139.0,33.0,0.0,73.0
7025,140.0,35.0,0.0,71.0
7026,141.0,35.0,0.0,71.0
7028,142.0,36.0,0.0,69.0
7029,140.0,35.0,0.0,71.0
7031,143.0,35.0,0.0,71.0
7032,140.0,35.0,0.0,70.0
7033,140.0,36.0,0.0,69.0
7036,144.0,36.0,0.0,67.0
7041,142.0,36.0,0.0,70.0
7046,142.0,37.0,0.0,69.0
7048,146.0,38.0,0.0,69.0
7049,142.0,35.0,0.0,69.0
7051,145.0,37.0,0.0,68.0
7052,145.0,36.0,0.0,70.0
7053,145.0,39.0,0.0,67.0
7056,150.0,40.0,0.0,66.0
7057,138.0,34.0,0.0,71.0
7060,146.0,37.0,0.0,71.0
7061,144.0,37.0,0.0,66.0
7062,144.0,36.0,0.0,70.0
7064,140.0,35.0,0.0,68.0
7065,142.0,34.0,0.0,66.0
7066,142.0,34.0,0.0,69.0
7067,144.0,39.0,0.0,65.0
7072,140.0,33.0,0.0,70.0
7076,142.0,35.0,0.0,67.0
7077,144.0,37.0,0.0,67.0
7078,144.0,35.0,0.0,70.0
7080,144.0,38.0,0.0,67.0
7082,146.0,39.0,0.0,66.0
7083,144.0,36.0,0.0,69.0
7085,142.0,36.0,0.0,67.0
7087,144.0,34.0,0.0,67.0
7091,143.0,35.0,0.0,71.0
7092,146.0,38.0,0.0,70.0
7097,143.0,35.0,0.0,71.0
7099,146.0,40.0,0.0,70.0
7103,147.0,39.0,0.0,68.0
7104,144.0,38.0,0.0,67.0
7105,140.0,34.0,0.0,68.0
7107,140.0,35.0,0.0,70.0
7108,147.0,40.0,0.0,67.0
7109,140.0,35.0,0.0,69.0
7110,145.0,39.0,0.0,68.0
7112,142.0,35.0,0.0,69.0
7113,142.0,34.0,0.0,71.0
7115,149.0,40.0,0.0,68.0
7116,148.0,39.0,0.0,70.0
7118,143.0,36.0,0.0,71.0
7119,144.0,36.0,0.0,66.0
7122,143.0,36.0,0.0,69.0
7123,149.0,42.0,0.0,67.0
7125,142.0,36.0,0.0,72.0
7126,142.0,34.0,0.0,69.0
7132,147.0,36.0,0.0,69.0
7133,142.0,37.0,0.0,69.0
7135,145.0,38.0,0.0,66.0
7138,150.0,39.0,0.0,68.0
7139,144.0,39.0,0.0,71.0
7142,142.0,37.0,0.0,68.0
7144,144.0,36.0,0.0,68.0
7149,142.0,32.0,0.0,70.0
7151,141.0,34.0,0.0,73.0
7152,140.0,33.0,0.0,70.0
7155,144.0,37.0,0.0,69.0
7159,141.0,35.0,0.0,71.0
7160,142.0,36.0,0.0,68.0
7162,146.0,38.0,0.0,69.0
7167,140.0,34.0,0.0,71.0
7171,142.0,33.0,0.0,68.0
7173,142.0,34.0,0.0,69.0
7174,146.0,36.0,0.0,68.0
7175,145.0,36.0,0.0,64.0
7177,144.0,36.0,0.0,69.0
7179,142.0,36.0,0.0,68.0
7180,146.0,36.0,0.0,67.0
7181,144.0,36.0,0.0,69.0
7194,148.0,36.0,0.0,70.0
7196,142.0,33.0,0.0,70.0
7197,146.0,37.0,0.0,69.0
7198,144.0,36.0,0.0,66.0
7199,143.0,33.0,0.0,69.0
7201,143.0,36.0,0.0,71.0
7204,144.0,35.0,0.0,68.0
7205,140.0,34.0,0.0,70.0
7206,142.0,36.0,0.0,69.0
7208,145.0,34.0,0.0,67.0
7211,144.0,36.0,0.0,68.0
7219,152.0,43.0,0.0,71.0
7221,145.0,39.0,0.0,68.0
7225,139.0,31.0,0.0,75.0
7227,147.0,39.0,0.0,67.0
7228,145.0,37.0,0.0,65.0
7230,142.0,34.0,0.0,68.0
7231,143.0,37.0,0.0,64.0
7234,142.0,35.0,0.0,70.0
7235,142.0,34.0,0.0,69.0
7250,151.0,41.0,0.0,66.0
7254,142.0,36.0,0.0,68.0
7255,148.0,39.0,0.0,68.0
7256,143.0,35.0,0.0,70.0
7257,150.0,42.0,0.0,66.0
7259,142.0,35.0,0.0,70.0
7262,142.0,35.0,0.0,70.0
7263,142.0,35.0,0.0,69.0
7269,148.0,38.0,0.0,71.0
7273,144.0,36.0,0.0,67.0
7275,146.0,38.0,0.0,68.0
7276,149.0,37.0,0.0,67.0
7279,144.0,35.0,0.0,69.0
7281,142.0,34.0,0.0,68.0
7283,145.0,35.0,0.0,71.0
7284,145.0,37.0,0.0,68.0
7287,146.0,39.0,0.0,67.0
7293,143.0,33.0,0.0,69.0
7294,140.0,34.0,0.0,71.0
7298,141.0,33.0,0.0,71.0
7300,146.0,36.0,0.0,71.0
7301,140.0,34.0,0.0,72.0
7302,141.0,34.0,0.0,70.0
7303,142.0,35.0,0.0,71.0
7306,146.0,39.0,0.0,69.0
7311,140.0,33.0,0.0,71.0
7313,142.0,33.0,0.0,70.0
7318,143.0,35.0,0.0,65.0
7323,142.0,36.0,0.0,67.0
7326,143.0,37.0,0.0,66.0
7328,145.0,37.0,0.0,67.0
7331,148.0,37.0,0.0,69.0
7334,144.0,35.0,0.0,69.0
7335,140.0,35.0,0.0,71.0
7340,150.0,40.0,0.0,67.0
7343,150.0,39.0,0.0,70.0
7345,142.0,34.0,0.0,70.0
7347,142.0,34.0,0.0,67.0
7348,140.0,34.0,0.0,70.0
7351,141.0,34.0,0.0,69.0
7356,140.0,32.0,0.0,76.0
7358,139.0,32.0,0.0,73.0
7361,142.0,34.0,0.0,68.0
7362,146.0,37.0,0.0,68.0
7365,155.0,46.0,0.0,69.0
7368,144.0,35.0,0.0,66.0
7370,140.0,33.0,0.0,71.0
7371,144.0,36.0,0.0,69.0
7372,142.0,35.0,0.0,70.0
7375,147.0,42.0,0.0,69.0
7381,139.0,33.0,0.0,69.0
7382,144.0,36.0,0.0,69.0
7384,148.0,38.0,0.0,68.0
7389,140.0,32.0,0.0,72.0
7390,139.0,32.0,0.0,73.0
7393,141.0,32.0,0.0,70.0
7394,152.0,40.0,0.0,67.0
7396,140.0,34.0,0.0,72.0
7398,140.0,34.0,0.0,70.0
7400,142.0,36.0,0.0,71.0
7401,144.0,35.0,0.0,70.0
7403,145.0,37.0,0.0,65.0
7404,144.0,34.0,0.0,69.0
7405,144.0,38.0,0.0,67.0
7406,146.0,38.0,0.0,69.0
7407,139.0,33.0,0.0,74.0
7409,140.0,33.0,0.0,72.0
7418,142.0,35.0,0.0,71.0
7421,144.0,37.0,0.0,70.0
7424,145.0,36.0,0.0,66.0
7425,143.0,37.0,0.0,67.0
7427,147.0,40.0,0.0,62.0
7428,152.0,40.0,0.0,69.0
7433,140.0,32.0,0.0,70.0
7437,143.0,34.0,0.0,70.0
7439,146.0,35.0,0.0,68.0
7440,141.0,35.0,0.0,71.0
7441,144.0,34.0,0.0,67.0
7442,144.0,33.0,0.0,72.0
7446,142.0,35.0,0.0,71.0
7447,142.0,36.0,0.0,70.0
7455,140.0,32.0,0.0,71.0
7456,147.0,38.0,0.0,70.0
7457,146.0,38.0,0.0,62.0
7460,143.0,36.0,0.0,67.0
7461,144.0,36.0,0.0,71.0
7462,146.0,37.0,0.0,68.0
7465,148.0,40.0,0.0,66.0
7472,154.0,42.0,0.0,69.0
7473,147.0,38.0,0.0,70.0
7474,149.0,40.0,0.0,67.0
7481,142.0,32.0,0.0,70.0
7482,142.0,33.0,0.0,71.0
7483,142.0,34.0,0.0,69.0
7484,140.0,33.0,0.0,71.0
7485,142.0,34.0,0.0,68.0
7486,149.0,39.0,0.0,69.0
7487,149.0,39.0,0.0,66.0
7489,142.0,33.0,0.0,69.0
7490,140.0,33.0,0.0,72.0
7498,144.0,35.0,0.0,70.0
7500,148.0,39.0,0.0,67.0
7501,144.0,36.0,0.0,69.0
7502,142.0,35.0,0.0,67.0
7505,148.0,39.0,0.0,69.0
7506,146.0,38.0,0.0,66.0
7508,142.0,35.0,0.0,69.0
7513,146.0,38.0,0.0,67.0
7514,141.0,32.0,0.0,71.0
7517,148.0,38.0,0.0,67.0
7518,139.0,29.0,0.0,73.0
7519,142.0,34.0,0.0,68.0
7527,153.0,41.0,0.0,71.0
7533,144.0,36.0,0.0,68.0
7538,143.0,35.0,0.0,72.0
7544,144.0,34.0,0.0,66.0
7546,144.0,34.0,0.0,72.0
7551,142.0,34.0,0.0,68.0
7556,143.0,34.0,0.0,66.0
7566,142.0,36.0,0.0,68.0
7571,144.0,35.0,0.0,68.0
7573,142.0,34.0,0.0,68.0
7574,144.0,36.0,0.0,69.0
7575,141.0,35.0,0.0,70.0
7579,148.0,39.0,0.0,66.0
7580,143.0,35.0,0.0,73.0
7581,144.0,36.0,0.0,66.0
7583,142.0,35.0,0.0,69.0
7584,146.0,37.0,0.0,69.0
7591,143.0,36.0,0.0,67.0
7595,145.0,38.0,0.0,66.0
7597,144.0,38.0,0.0,67.0
7600,148.0,39.0,0.0,64.0
7601,143.0,37.0,0.0,65.0
7604,144.0,37.0,0.0,67.0
7605,146.0,40.0,0.0,70.0
7610,148.0,37.0,0.0,70.0
7611,142.0,35.0,0.0,66.0
7612,144.0,37.0,0.0,69.0
7613,143.0,34.0,0.0,71.0
7614,141.0,38.0,0.0,66.0
7616,140.0,34.0,0.0,74.0
7617,140.0,34.0,0.0,70.0
7618,146.0,38.0,0.0,69.0
7620,148.0,37.0,0.0,70.0
7621,143.0,37.0,0.0,69.0
7622,139.0,35.0,0.0,73.0
7623,139.0,30.0,0.0,75.0
7625,146.0,39.0,0.0,67.0
7626,143.0,34.0,0.0,72.0
7629,143.0,37.0,0.0,68.0
7635,144.0,36.0,0.0,69.0
7642,140.0,35.0,0.0,70.0
7643,145.0,37.0,0.0,71.0
7644,146.0,37.0,0.0,66.0
7646,146.0,38.0,0.0,72.0
7650,143.0,35.0,0.0,71.0
7654,142.0,33.0,0.0,69.0
7656,144.0,34.0,0.0,70.0
7657,140.0,36.0,0.0,69.0
7658,142.0,34.0,0.0,71.0
7662,140.0,35.0,0.0,72.0
7663,144.0,38.0,0.0,68.0
7667,142.0,35.0,0.0,69.0
7670,144.0,37.0,0.0,69.0
7671,144.0,36.0,0.0,68.0
7672,144.0,37.0,0.0,69.0
7674,144.0,35.0,0.0,68.0
7675,140.0,35.0,0.0,70.0
7677,144.0,38.0,0.0,68.0
7678,150.0,42.0,0.0,66.0
7679,141.0,38.0,0.0,66.0
7682,143.0,33.0,0.0,71.0
7683,145.0,40.0,0.0,66.0
7684,142.0,34.0,0.0,73.0
7687,148.0,38.0,0.0,70.0
7693,140.0,34.0,0.0,70.0
7695,143.0,35.0,0.0,71.0
7697,142.0,36.0,0.0,69.0
7698,140.0,35.0,0.0,71.0
7700,140.0,37.0,0.0,72.0
7704,146.0,38.0,0.0,66.0
7705,140.0,34.0,0.0,68.0
7706,142.0,36.0,0.0,69.0
7707,146.0,38.0,0.0,66.0
7711,141.0,34.0,0.0,71.0
7712,140.0,35.0,0.0,71.0
7717,146.0,39.0,0.0,66.0
7719,145.0,40.0,0.0,63.0
7721,144.0,36.0,0.0,66.0
7724,142.0,34.0,0.0,70.0
7725,141.0,33.0,0.0,69.0
7727,146.0,38.0,0.0,66.0
7728,144.0,38.0,0.0,67.0
7739,140.0,37.0,0.0,70.0
7740,141.0,36.0,0.0,71.0
7742,139.0,31.0,0.0,77.0
7745,139.0,31.0,0.0,73.0
7748,143.0,37.0,0.0,65.0
7749,142.0,35.0,0.0,68.0
7750,141.0,34.0,0.0,70.0
7751,144.0,38.0,0.0,68.0
7752,151.0,41.0,0.0,69.0
7753,141.0,32.0,0.0,72.0
7755,144.0,36.0,0.0,68.0
7756,141.0,32.0,0.0,71.0
7757,140.0,34.0,0.0,69.0
7762,140.0,35.0,0.0,70.0
7765,148.0,38.0,0.0,68.0
7766,140.0,34.0,0.0,69.0
7767,140.0,35.0,0.0,71.0
7768,151.0,43.0,0.0,67.0
7769,142.0,36.0,0.0,67.0
7770,144.0,36.0,0.0,71.0
7771,139.0,32.0,0.0,76.0
7772,139.0,34.0,0.0,73.0
7773,146.0,39.0,0.0,69.0
7776,142.0,35.0,0.0,66.0
7780,144.0,38.0,0.0,68.0
7781,140.0,33.0,0.0,69.0
7783,145.0,35.0,0.0,70.0
7784,142.0,35.0,0.0,69.0
7785,148.0,37.0,0.0,66.0
7787,141.0,32.0,0.0,72.0
7788,148.0,43.0,0.0,67.0
7789,143.0,37.0,0.0,65.0
7790,142.0,35.0,0.0,68.0
7796,140.0,35.0,0.0,70.0
7797,140.0,34.0,0.0,71.0
7798,145.0,35.0,0.0,71.0
7799,142.0,36.0,0.0,67.0
7800,142.0,37.0,0.0,66.0
7802,142.0,35.0,0.0,69.0
7804,142.0,33.0,0.0,69.0
7806,140.0,35.0,0.0,70.0
7807,142.0,34.0,0.0,69.0
7808,142.0,34.0,0.0,68.0
7809,140.0,35.0,0.0,69.0
7813,144.0,35.0,0.0,66.0
7814,144.0,34.0,0.0,67.0
7816,140.0,33.0,0.0,72.0
7817,144.0,37.0,0.0,69.0
7818,147.0,38.0,0.0,71.0
7819,144.0,36.0,0.0,67.0
7820,141.0,33.0,0.0,71.0
7822,148.0,39.0,0.0,71.0
7823,144.0,37.0,0.0,68.0
7824,140.0,35.0,0.0,71.0
7826,148.0,40.0,0.0,67.0
7827,142.0,35.0,0.0,69.0
7829,144.0,38.0,0.0,70.0
7830,142.0,36.0,0.0,68.0
7833,142.0,35.0,0.0,68.0
7834,148.0,39.0,0.0,67.0
7837,145.0,37.0,0.0,69.0
7839,141.0,32.0,0.0,72.0
7840,146.0,39.0,0.0,71.0
7841,144.0,34.0,0.0,67.0
7845,144.0,35.0,0.0,71.0
7846,142.0,35.0,0.0,68.0
7849,143.0,37.0,0.0,67.0
7853,144.0,36.0,0.0,69.0
7854,142.0,34.0,0.0,68.0
7856,147.0,38.0,0.0,65.0
7858,148.0,39.0,0.0,70.0
7859,141.0,36.0,0.0,68.0
7862,144.0,35.0,0.0,70.0
7863,142.0,37.0,0.0,68.0
7865,145.0,37.0,0.0,71.0
7867,139.0,31.0,0.0,74.0
7869,145.0,37.0,0.0,71.0
7870,146.0,40.0,0.0,71.0
7873,149.0,40.0,0.0,69.0
7875,140.0,34.0,0.0,73.0
7876,144.0,37.0,0.0,70.0
7877,142.0,33.0,0.0,67.0
7878,142.0,34.0,0.0,67.0
7880,146.0,38.0,0.0,67.0
7881,140.0,35.0,0.0,71.0
7882,144.0,37.0,0.0,68.0
7883,147.0,40.0,0.0,67.0
7884,141.0,35.0,0.0,71.0
7886,142.0,36.0,0.0,67.0
7895,143.0,35.0,0.0,71.0
7901,146.0,37.0,0.0,67.0
7904,145.0,38.0,0.0,71.0
7905,144.0,37.0,0.0,68.0
7906,142.0,34.0,0.0,71.0
7907,140.0,36.0,0.0,70.0
7908,145.0,36.0,0.0,67.0
7909,145.0,39.0,0.0,66.0
7911,144.0,34.0,0.0,69.0
7912,147.0,39.0,0.0,66.0
7914,141.0,33.0,0.0,75.0
7917,143.0,36.0,0.0,66.0
7920,140.0,36.0,0.0,71.0
7922,141.0,30.0,0.0,73.0
7923,142.0,34.0,0.0,70.0
7925,144.0,36.0,0.0,69.0
7926,145.0,40.0,0.0,67.0
7928,148.0,40.0,0.0,69.0
7929,140.0,34.0,0.0,70.0
7932,140.0,35.0,0.0,68.0
7937,142.0,36.0,0.0,69.0
7938,144.0,36.0,0.0,66.0
7940,140.0,35.0,0.0,70.0
7941,140.0,36.0,0.0,71.0
7942,141.0,34.0,0.0,72.0
7946,146.0,36.0,0.0,69.0
7949,140.0,37.0,0.0,70.0
7950,144.0,36.0,0.0,69.0
7952,148.0,38.0,0.0,68.0
7954,145.0,41.0,0.0,67.0
7957,145.0,39.0,0.0,69.0
7959,147.0,36.0,0.0,71.0
7960,144.0,38.0,0.0,71.0
7964,146.0,36.0,0.0,72.0
7966,142.0,37.0,0.0,67.0
7975,143.0,38.0,0.0,66.0
7981,142.0,34.0,0.0,69.0
7983,142.0,36.0,0.0,69.0
7986,142.0,34.0,0.0,69.0
7988,146.0,38.0,0.0,69.0
7989,143.0,35.0,0.0,70.0
7990,142.0,37.0,0.0,69.0
7992,144.0,34.0,0.0,70.0
7993,146.0,39.0,0.0,69.0
8000,142.0,34.0,0.0,67.0
8001,146.0,38.0,0.0,69.0
8002,144.0,35.0,0.0,68.0
8006,147.0,34.0,0.0,71.0
8009,149.0,40.0,0.0,65.0
8011,142.0,36.0,0.0,69.0
8014,147.0,39.0,0.0,67.0
8016,142.0,34.0,0.0,68.0
8019,145.0,37.0,0.0,66.0
8020,147.0,38.0,0.0,70.0
8026,143.0,36.0,0.0,66.0
8027,149.0,42.0,0.0,69.0
8028,157.0,46.0,0.0,67.0
8032,140.0,35.0,0.0,70.0
8033,139.0,35.0,0.0,74.0
8042,141.0,32.0,0.0,71.0
8043,142.0,36.0,0.0,69.0
8044,142.0,32.0,0.0,70.0
8045,142.0,34.0,0.0,67.0
8054,144.0,37.0,0.0,69.0
8056,147.0,38.0,0.0,70.0
8058,142.0,33.0,0.0,70.0
8060,146.0,39.0,0.0,70.0
8062,146.0,39.0,0.0,69.0
8068,142.0,35.0,0.0,70.0
8069,147.0,40.0,0.0,65.0
8073,142.0,35.0,0.0,66.0
8074,144.0,36.0,0.0,67.0
8078,145.0,37.0,0.0,66.0
8079,144.0,35.0,0.0,69.0
8080,146.0,39.0,0.0,67.0
8081,142.0,35.0,0.0,73.0
8082,143.0,38.0,0.0,66.0
8083,146.0,37.0,0.0,70.0
8085,143.0,38.0,0.0,67.0
8089,140.0,33.0,0.0,70.0
8090,143.0,37.0,0.0,66.0
8091,142.0,35.0,0.0,69.0
8092,143.0,32.0,0.0,71.0
8100,146.0,40.0,0.0,64.0
8101,144.0,37.0,0.0,68.0
8102,140.0,33.0,0.0,72.0
8103,142.0,36.0,0.0,67.0
8108,144.0,36.0,0.0,69.0
8110,141.0,34.0,0.0,69.0
8114,142.0,35.0,0.0,69.0
8115,145.0,38.0,0.0,69.0
8116,142.0,36.0,0.0,68.0
8117,142.0,36.0,0.0,68.0
8118,142.0,35.0,0.0,67.0
8120,144.0,37.0,0.0,68.0
8122,150.0,39.0,0.0,69.0
8125,153.0,44.0,0.0,67.0
8128,146.0,37.0,0.0,72.0
8129,140.0,35.0,0.0,69.0
8130,146.0,38.0,0.0,71.0
8133,144.0,35.0,0.0,68.0
8134,142.0,35.0,0.0,70.0
8135,141.0,33.0,0.0,72.0
8136,144.0,38.0,0.0,66.0
8140,141.0,34.0,0.0,71.0
8141,142.0,34.0,0.0,67.0
8142,146.0,36.0,0.0,68.0
8143,140.0,36.0,0.0,71.0
8148,146.0,39.0,0.0,69.0
8149,144.0,39.0,0.0,68.0
8150,140.0,34.0,0.0,72.0
8153,144.0,38.0,0.0,67.0
8154,142.0,37.0,0.0,67.0
8155,144.0,36.0,0.0,68.0
8156,141.0,36.0,0.0,69.0
8161,140.0,34.0,0.0,71.0
8162,143.0,34.0,0.0,71.0
8164,142.0,36.0,0.0,69.0
8165,148.0,38.0,0.0,68.0
8167,143.0,35.0,0.0,72.0
8168,144.0,38.0,0.0,68.0
8170,142.0,37.0,0.0,69.0
8171,142.0,35.0,0.0,67.0
8175,142.0,32.0,0.0,70.0
8176,143.0,37.0,0.0,70.0
8177,144.0,37.0,0.0,67.0
8178,144.0,37.0,0.0,67.0
8181,140.0,36.0,0.0,72.0
8183,150.0,41.0,0.0,70.0
8185,146.0,38.0,0.0,71.0
8187,142.0,35.0,0.0,68.0
8188,146.0,37.0,0.0,69.0
8190,140.0,35.0,0.0,71.0
8192,151.0,44.0,0.0,69.0
8194,148.0,40.0,0.0,70.0
8197,144.0,37.0,0.0,67.0
8198,143.0,35.0,0.0,72.0
8199,142.0,37.0,0.0,68.0
8200,139.0,30.0,0.0,71.0
8202,147.0,40.0,0.0,67.0
8203,140.0,34.0,0.0,71.0
8208,146.0,37.0,0.0,69.0
8209,142.0,36.0,0.0,68.0
8210,140.0,35.0,0.0,70.0
8211,144.0,34.0,0.0,70.0
8212,140.0,34.0,0.0,68.0
8214,142.0,35.0,0.0,67.0
8216,142.0,36.0,0.0,68.0
8219,147.0,41.0,0.0,67.0
8221,140.0,35.0,0.0,70.0
8223,145.0,36.0,0.0,68.0
8224,144.0,34.0,0.0,69.0
8227,140.0,32.0,0.0,73.0
8228,142.0,36.0,0.0,69.0
8229,143.0,34.0,0.0,72.0
8231,146.0,37.0,0.0,69.0
8233,142.0,36.0,0.0,67.0
8234,146.0,38.0,0.0,67.0
8235,141.0,33.0,0.0,70.0
8236,146.0,40.0,0.0,70.0
8239,142.0,33.0,0.0,69.0
8240,146.0,39.0,0.0,71.0
8241,145.0,39.0,0.0,69.0
8243,140.0,35.0,0.0,71.0
8244,140.0,36.0,0.0,70.0
8245,141.0,32.0,0.0,73.0
8247,139.0,35.0,0.0,72.0
8248,140.0,35.0,0.0,70.0
8251,141.0,32.0,0.0,72.0
8252,144.0,36.0,0.0,68.0
8260,143.0,37.0,0.0,69.0
8261,145.0,37.0,0.0,69.0
8262,140.0,32.0,0.0,72.0
8265,146.0,36.0,0.0,72.0
8267,142.0,35.0,0.0,67.0
8268,148.0,37.0,0.0,68.0
8269,142.0,32.0,0.0,71.0
8272,148.0,41.0,0.0,65.0
8277,140.0,34.0,0.0,71.0
8280,140.0,35.0,0.0,70.0
8283,146.0,36.0,0.0,71.0
8284,148.0,43.0,0.0,69.0
8285,143.0,35.0,0.0,66.0
8287,141.0,36.0,0.0,68.0
8288,142.0,34.0,0.0,68.0
8293,144.0,35.0,0.0,68.0
8294,142.0,30.0,0.0,71.0
8297,148.0,38.0,0.0,69.0
8299,142.0,33.0,0.0,70.0
8301,144.0,35.0,0.0,70.0
8306,140.0,34.0,0.0,70.0
8308,140.0,33.0,0.0,68.0
8310,144.0,36.0,0.0,77.0
8313,144.0,34.0,0.0,69.0
8315,140.0,33.0,0.0,69.0
8320,148.0,37.0,0.0,70.0
8323,146.0,39.0,0.0,71.0
8327,147.0,38.0,0.0,70.0
8328,141.0,34.0,0.0,71.0
8329,142.0,35.0,0.0,69.0
8330,140.0,35.0,0.0,68.0
8332,144.0,36.0,0.0,68.0
8333,144.0,36.0,0.0,70.0
8334,143.0,33.0,0.0,69.0
8335,142.0,32.0,0.0,70.0
8336,140.0,34.0,0.0,69.0
8337,144.0,35.0,0.0,62.0
8341,150.0,40.0,0.0,71.0
8342,144.0,37.0,0.0,67.0
8344,145.0,39.0,0.0,65.0
